SEQN,CYCLE,RIAGENDR,RIDAGEYR
123587.0,2017-2020,2.0,43.0
123602.0,2017-2020,2.0,34.0
123604.0,2017-2020,2.0,42.0
123606.0,2017-2020,2.0,31.0
123608.0,2017-2020,2.0,19.0
123610.0,2017-2020,2.0,39.0
123629.0,2017-2020,2.0,15.0
123632.0,2017-2020,2.0,21.0
123636.0,2017-2020,2.0,32.0
123643.0,2017-2020,2.0,24.0
123647.0,2017-2020,2.0,48.0
123657.0,2017-2020,2.0,19.0
123667.0,2017-2020,2.0,17.0
123676.0,2017-2020,2.0,12.0
123678.0,2017-2020,2.0,42.0
123680.0,2017-2020,2.0,30.0
123681.0,2017-2020,2.0,18.0
123686.0,2017-2020,2.0,21.0
123688.0,2017-2020,2.0,24.0
123692.0,2017-2020,2.0,33.0
123693.0,2017-2020,2.0,38.0
123694.0,2017-2020,2.0,24.0
123695.0,2017-2020,2.0,21.0
123704.0,2017-2020,2.0,44.0
123706.0,2017-2020,2.0,36.0
123712.0,2017-2020,2.0,21.0
123726.0,2017-2020,2.0,41.0
123736.0,2017-2020,2.0,23.0
123746.0,2017-2020,2.0,33.0
123761.0,2017-2020,2.0,27.0
123766.0,2017-2020,2.0,35.0
123769.0,2017-2020,2.0,41.0
123773.0,2017-2020,2.0,26.0
123781.0,2017-2020,2.0,25.0
123796.0,2017-2020,2.0,28.0
123800.0,2017-2020,2.0,45.0
123803.0,2017-2020,2.0,45.0
123824.0,2017-2020,2.0,13.0
123833.0,2017-2020,2.0,34.0
123840.0,2017-2020,2.0,46.0
123846.0,2017-2020,2.0,24.0
123847.0,2017-2020,2.0,29.0
123855.0,2017-2020,2.0,14.0
123873.0,2017-2020,2.0,47.0
123880.0,2017-2020,2.0,17.0
123881.0,2017-2020,2.0,38.0
123898.0,2017-2020,2.0,26.0
123902.0,2017-2020,2.0,34.0
123915.0,2017-2020,2.0,27.0
123932.0,2017-2020,2.0,32.0
123938.0,2017-2020,2.0,12.0
123956.0,2017-2020,2.0,32.0
123959.0,2017-2020,2.0,27.0
123962.0,2017-2020,2.0,24.0
123968.0,2017-2020,2.0,25.0
123969.0,2017-2020,2.0,27.0
123986.0,2017-2020,2.0,29.0
123988.0,2017-2020,2.0,46.0
123989.0,2017-2020,2.0,20.0
123998.0,2017-2020,2.0,32.0
124005.0,2017-2020,2.0,13.0
124008.0,2017-2020,2.0,39.0
124012.0,2017-2020,2.0,36.0
124013.0,2017-2020,2.0,19.0
124024.0,2017-2020,2.0,45.0
124026.0,2017-2020,2.0,24.0
124027.0,2017-2020,2.0,12.0
124041.0,2017-2020,2.0,37.0
124044.0,2017-2020,2.0,44.0
124047.0,2017-2020,2.0,47.0
124048.0,2017-2020,2.0,48.0
124051.0,2017-2020,2.0,23.0
124052.0,2017-2020,2.0,37.0
124057.0,2017-2020,2.0,39.0
124060.0,2017-2020,2.0,33.0
124068.0,2017-2020,2.0,39.0
124069.0,2017-2020,2.0,23.0
124074.0,2017-2020,2.0,18.0
124075.0,2017-2020,2.0,17.0
124080.0,2017-2020,2.0,35.0
124089.0,2017-2020,2.0,30.0
124092.0,2017-2020,2.0,38.0
124094.0,2017-2020,2.0,40.0
124098.0,2017-2020,2.0,13.0
124106.0,2017-2020,2.0,40.0
124107.0,2017-2020,2.0,28.0
124110.0,2017-2020,2.0,24.0
124113.0,2017-2020,2.0,44.0
124118.0,2017-2020,2.0,29.0
124121.0,2017-2020,2.0,39.0
124126.0,2017-2020,2.0,36.0
124127.0,2017-2020,2.0,40.0
124129.0,2017-2020,2.0,28.0
124131.0,2017-2020,2.0,16.0
124134.0,2017-2020,2.0,15.0
124137.0,2017-2020,2.0,12.0
124139.0,2017-2020,2.0,16.0
124140.0,2017-2020,2.0,17.0
124150.0,2017-2020,2.0,14.0
124153.0,2017-2020,2.0,23.0
124168.0,2017-2020,2.0,21.0
124172.0,2017-2020,2.0,29.0
124174.0,2017-2020,2.0,30.0
124177.0,2017-2020,2.0,35.0
124183.0,2017-2020,2.0,33.0
124192.0,2017-2020,2.0,13.0
124195.0,2017-2020,2.0,31.0
124231.0,2017-2020,2.0,23.0
124239.0,2017-2020,2.0,19.0
124248.0,2017-2020,2.0,49.0
124249.0,2017-2020,2.0,32.0
124254.0,2017-2020,2.0,28.0
124265.0,2017-2020,2.0,35.0
124267.0,2017-2020,2.0,24.0
124272.0,2017-2020,2.0,43.0
124273.0,2017-2020,2.0,25.0
124274.0,2017-2020,2.0,36.0
124276.0,2017-2020,2.0,18.0
124279.0,2017-2020,2.0,49.0
124295.0,2017-2020,2.0,33.0
124297.0,2017-2020,2.0,23.0
124299.0,2017-2020,2.0,17.0
124301.0,2017-2020,2.0,15.0
124305.0,2017-2020,2.0,16.0
124307.0,2017-2020,2.0,14.0
124318.0,2017-2020,2.0,16.0
124338.0,2017-2020,2.0,32.0
124343.0,2017-2020,2.0,13.0
124345.0,2017-2020,2.0,26.0
124349.0,2017-2020,2.0,21.0
124363.0,2017-2020,2.0,36.0
124373.0,2017-2020,2.0,27.0
124376.0,2017-2020,2.0,18.0
124377.0,2017-2020,2.0,49.0
124380.0,2017-2020,2.0,23.0
124381.0,2017-2020,2.0,46.0
124387.0,2017-2020,2.0,33.0
124388.0,2017-2020,2.0,40.0
124395.0,2017-2020,2.0,17.0
124400.0,2017-2020,2.0,46.0
124404.0,2017-2020,2.0,34.0
124406.0,2017-2020,2.0,36.0
124417.0,2017-2020,2.0,25.0
124421.0,2017-2020,2.0,47.0
124450.0,2017-2020,2.0,34.0
124460.0,2017-2020,2.0,25.0
124462.0,2017-2020,2.0,41.0
124468.0,2017-2020,2.0,23.0
124473.0,2017-2020,2.0,44.0
124481.0,2017-2020,2.0,16.0
124486.0,2017-2020,2.0,36.0
124494.0,2017-2020,2.0,13.0
124498.0,2017-2020,2.0,27.0
124502.0,2017-2020,2.0,47.0
124505.0,2017-2020,2.0,47.0
124507.0,2017-2020,2.0,45.0
124514.0,2017-2020,2.0,36.0
124517.0,2017-2020,2.0,39.0
124524.0,2017-2020,2.0,31.0
124533.0,2017-2020,2.0,25.0
124535.0,2017-2020,2.0,47.0
124537.0,2017-2020,2.0,12.0
124551.0,2017-2020,2.0,14.0
124558.0,2017-2020,2.0,21.0
124561.0,2017-2020,2.0,29.0
124569.0,2017-2020,2.0,24.0
124574.0,2017-2020,2.0,37.0
124577.0,2017-2020,2.0,46.0
124579.0,2017-2020,2.0,21.0
124587.0,2017-2020,2.0,30.0
124590.0,2017-2020,2.0,46.0
124594.0,2017-2020,2.0,18.0
124597.0,2017-2020,2.0,37.0
124599.0,2017-2020,2.0,17.0
124617.0,2017-2020,2.0,19.0
124621.0,2017-2020,2.0,46.0
124627.0,2017-2020,2.0,19.0
124631.0,2017-2020,2.0,28.0
124639.0,2017-2020,2.0,14.0
124663.0,2017-2020,2.0,23.0
124667.0,2017-2020,2.0,41.0
124676.0,2017-2020,2.0,45.0
124681.0,2017-2020,2.0,16.0
124682.0,2017-2020,2.0,15.0
124690.0,2017-2020,2.0,28.0
124691.0,2017-2020,2.0,25.0
124694.0,2017-2020,2.0,15.0
124702.0,2017-2020,2.0,31.0
124710.0,2017-2020,2.0,22.0
124712.0,2017-2020,2.0,31.0
124715.0,2017-2020,2.0,23.0
124727.0,2017-2020,2.0,13.0
124731.0,2017-2020,2.0,33.0
124733.0,2017-2020,2.0,16.0
124739.0,2017-2020,2.0,43.0
124746.0,2017-2020,2.0,30.0
124748.0,2017-2020,2.0,14.0
124752.0,2017-2020,2.0,35.0
124754.0,2017-2020,2.0,15.0
124759.0,2017-2020,2.0,33.0
124767.0,2017-2020,2.0,15.0
124769.0,2017-2020,2.0,28.0
124771.0,2017-2020,2.0,25.0
124773.0,2017-2020,2.0,17.0
124779.0,2017-2020,2.0,37.0
124780.0,2017-2020,2.0,36.0
124786.0,2017-2020,2.0,18.0
124802.0,2017-2020,2.0,46.0
124803.0,2017-2020,2.0,46.0
124809.0,2017-2020,2.0,23.0
124813.0,2017-2020,2.0,43.0
130380.0,2021-2023,2.0,44.0
130390.0,2021-2023,2.0,31.0
130391.0,2021-2023,2.0,33.0
130395.0,2021-2023,2.0,33.0
130402.0,2021-2023,2.0,26.0
130403.0,2021-2023,2.0,12.0
130406.0,2021-2023,2.0,26.0
130419.0,2021-2023,2.0,18.0
130424.0,2021-2023,2.0,19.0
130430.0,2021-2023,2.0,27.0
130433.0,2021-2023,2.0,14.0
130437.0,2021-2023,2.0,43.0
130441.0,2021-2023,2.0,33.0
130449.0,2021-2023,2.0,26.0
130456.0,2021-2023,2.0,24.0
130457.0,2021-2023,2.0,38.0
130473.0,2021-2023,2.0,26.0
130480.0,2021-2023,2.0,16.0
130482.0,2021-2023,2.0,17.0
130492.0,2021-2023,2.0,18.0
130506.0,2021-2023,2.0,22.0
130541.0,2021-2023,2.0,30.0
130542.0,2021-2023,2.0,17.0
130553.0,2021-2023,2.0,28.0
130556.0,2021-2023,2.0,15.0
130569.0,2021-2023,2.0,47.0
130587.0,2021-2023,2.0,18.0
130588.0,2021-2023,2.0,32.0
130606.0,2021-2023,2.0,29.0
130607.0,2021-2023,2.0,36.0
130609.0,2021-2023,2.0,40.0
130617.0,2021-2023,2.0,36.0
130623.0,2021-2023,2.0,46.0
130640.0,2021-2023,2.0,31.0
130644.0,2021-2023,2.0,30.0
130645.0,2021-2023,2.0,47.0
130668.0,2021-2023,2.0,34.0
130671.0,2021-2023,2.0,25.0
130676.0,2021-2023,2.0,25.0
130691.0,2021-2023,2.0,32.0
130692.0,2021-2023,2.0,44.0
130697.0,2021-2023,2.0,20.0
130698.0,2021-2023,2.0,15.0
130701.0,2021-2023,2.0,33.0
130707.0,2021-2023,2.0,22.0
130711.0,2021-2023,2.0,28.0
130720.0,2021-2023,2.0,46.0
130725.0,2021-2023,2.0,15.0
130729.0,2021-2023,2.0,19.0
130744.0,2021-2023,2.0,33.0
130745.0,2021-2023,2.0,38.0
130746.0,2021-2023,2.0,45.0
130761.0,2021-2023,2.0,43.0
130762.0,2021-2023,2.0,28.0
130763.0,2021-2023,2.0,13.0
130776.0,2021-2023,2.0,40.0
130779.0,2021-2023,2.0,19.0
130792.0,2021-2023,2.0,12.0
130800.0,2021-2023,2.0,28.0
130805.0,2021-2023,2.0,35.0
130818.0,2021-2023,2.0,36.0
130828.0,2021-2023,2.0,22.0
130833.0,2021-2023,2.0,42.0
130846.0,2021-2023,2.0,16.0
130848.0,2021-2023,2.0,33.0
130850.0,2021-2023,2.0,13.0
130855.0,2021-2023,2.0,14.0
130857.0,2021-2023,2.0,13.0
130867.0,2021-2023,2.0,49.0
130878.0,2021-2023,2.0,39.0
130879.0,2021-2023,2.0,30.0
130881.0,2021-2023,2.0,46.0
130888.0,2021-2023,2.0,12.0
130893.0,2021-2023,2.0,46.0
130895.0,2021-2023,2.0,34.0
130900.0,2021-2023,2.0,49.0
130912.0,2021-2023,2.0,43.0
130914.0,2021-2023,2.0,40.0
130922.0,2021-2023,2.0,44.0
130924.0,2021-2023,2.0,41.0
130928.0,2021-2023,2.0,14.0
130939.0,2021-2023,2.0,33.0
130944.0,2021-2023,2.0,30.0
130949.0,2021-2023,2.0,12.0
130951.0,2021-2023,2.0,27.0
130968.0,2021-2023,2.0,35.0
130972.0,2021-2023,2.0,37.0
130976.0,2021-2023,2.0,13.0
130988.0,2021-2023,2.0,15.0
130995.0,2021-2023,2.0,33.0
131001.0,2021-2023,2.0,23.0
131006.0,2021-2023,2.0,34.0
131009.0,2021-2023,2.0,16.0
131017.0,2021-2023,2.0,36.0
131019.0,2021-2023,2.0,46.0
131025.0,2021-2023,2.0,29.0
131031.0,2021-2023,2.0,25.0
131032.0,2021-2023,2.0,18.0
131034.0,2021-2023,2.0,31.0
131049.0,2021-2023,2.0,13.0
131056.0,2021-2023,2.0,35.0
131060.0,2021-2023,2.0,36.0
131063.0,2021-2023,2.0,37.0
131064.0,2021-2023,2.0,16.0
131082.0,2021-2023,2.0,31.0
131084.0,2021-2023,2.0,36.0
131086.0,2021-2023,2.0,15.0
131094.0,2021-2023,2.0,26.0
131102.0,2021-2023,2.0,32.0
131139.0,2021-2023,2.0,40.0
131144.0,2021-2023,2.0,43.0
131147.0,2021-2023,2.0,25.0
131156.0,2021-2023,2.0,33.0
131173.0,2021-2023,2.0,13.0
131181.0,2021-2023,2.0,32.0
131182.0,2021-2023,2.0,14.0
131195.0,2021-2023,2.0,48.0
131200.0,2021-2023,2.0,32.0
131209.0,2021-2023,2.0,20.0
131211.0,2021-2023,2.0,30.0
131221.0,2021-2023,2.0,13.0
131225.0,2021-2023,2.0,32.0
131226.0,2021-2023,2.0,16.0
131240.0,2021-2023,2.0,48.0
131242.0,2021-2023,2.0,35.0
131248.0,2021-2023,2.0,20.0
131250.0,2021-2023,2.0,18.0
131268.0,2021-2023,2.0,42.0
131277.0,2021-2023,2.0,39.0
131297.0,2021-2023,2.0,12.0
131300.0,2021-2023,2.0,41.0
131309.0,2021-2023,2.0,22.0
131323.0,2021-2023,2.0,27.0
131332.0,2021-2023,2.0,42.0
131334.0,2021-2023,2.0,28.0
131341.0,2021-2023,2.0,36.0
131359.0,2021-2023,2.0,31.0
131362.0,2021-2023,2.0,16.0
131363.0,2021-2023,2.0,39.0
131366.0,2021-2023,2.0,44.0
131372.0,2021-2023,2.0,36.0
131379.0,2021-2023,2.0,14.0
131396.0,2021-2023,2.0,18.0
131400.0,2021-2023,2.0,16.0
131401.0,2021-2023,2.0,35.0
131408.0,2021-2023,2.0,19.0
131412.0,2021-2023,2.0,21.0
131416.0,2021-2023,2.0,41.0
131431.0,2021-2023,2.0,48.0
131433.0,2021-2023,2.0,25.0
131438.0,2021-2023,2.0,17.0
131444.0,2021-2023,2.0,23.0
131463.0,2021-2023,2.0,35.0
131476.0,2021-2023,2.0,36.0
131498.0,2021-2023,2.0,41.0
131506.0,2021-2023,2.0,14.0
131509.0,2021-2023,2.0,45.0
131512.0,2021-2023,2.0,41.0
131513.0,2021-2023,2.0,13.0
131521.0,2021-2023,2.0,43.0
131530.0,2021-2023,2.0,16.0
131538.0,2021-2023,2.0,15.0
131541.0,2021-2023,2.0,48.0
131544.0,2021-2023,2.0,27.0
131549.0,2021-2023,2.0,28.0
131564.0,2021-2023,2.0,45.0
131569.0,2021-2023,2.0,39.0
131584.0,2021-2023,2.0,44.0
131588.0,2021-2023,2.0,29.0
131604.0,2021-2023,2.0,16.0
131615.0,2021-2023,2.0,35.0
131621.0,2021-2023,2.0,17.0
131624.0,2021-2023,2.0,17.0
131626.0,2021-2023,2.0,39.0
131645.0,2021-2023,2.0,34.0
131656.0,2021-2023,2.0,43.0
131671.0,2021-2023,2.0,19.0
131680.0,2021-2023,2.0,35.0
131681.0,2021-2023,2.0,24.0
131682.0,2021-2023,2.0,13.0
131693.0,2021-2023,2.0,16.0
131697.0,2021-2023,2.0,34.0
131699.0,2021-2023,2.0,29.0
131701.0,2021-2023,2.0,46.0
131702.0,2021-2023,2.0,15.0
131707.0,2021-2023,2.0,48.0
131714.0,2021-2023,2.0,24.0
131715.0,2021-2023,2.0,30.0
131721.0,2021-2023,2.0,30.0
131736.0,2021-2023,2.0,13.0
131742.0,2021-2023,2.0,38.0
131745.0,2021-2023,2.0,48.0
131752.0,2021-2023,2.0,42.0
131756.0,2021-2023,2.0,41.0
131762.0,2021-2023,2.0,31.0
131766.0,2021-2023,2.0,12.0
131773.0,2021-2023,2.0,18.0
131782.0,2021-2023,2.0,33.0
131783.0,2021-2023,2.0,48.0
131799.0,2021-2023,2.0,49.0
131802.0,2021-2023,2.0,45.0
131803.0,2021-2023,2.0,46.0
131804.0,2021-2023,2.0,40.0
131816.0,2021-2023,2.0,31.0
131828.0,2021-2023,2.0,43.0
131840.0,2021-2023,2.0,16.0
131844.0,2021-2023,2.0,40.0
131862.0,2021-2023,2.0,34.0
131866.0,2021-2023,2.0,17.0
131867.0,2021-2023,2.0,22.0
131871.0,2021-2023,2.0,26.0
131875.0,2021-2023,2.0,33.0
131876.0,2021-2023,2.0,38.0
131891.0,2021-2023,2.0,32.0
131930.0,2021-2023,2.0,26.0
131938.0,2021-2023,2.0,22.0
131948.0,2021-2023,2.0,34.0
131962.0,2021-2023,2.0,44.0
131972.0,2021-2023,2.0,26.0
131974.0,2021-2023,2.0,34.0
131985.0,2021-2023,2.0,44.0
131999.0,2021-2023,2.0,19.0
132006.0,2021-2023,2.0,16.0
132010.0,2021-2023,2.0,32.0
132028.0,2021-2023,2.0,44.0
132048.0,2021-2023,2.0,13.0
132059.0,2021-2023,2.0,37.0
132097.0,2021-2023,2.0,48.0
132098.0,2021-2023,2.0,49.0
132102.0,2021-2023,2.0,43.0
132104.0,2021-2023,2.0,14.0
132112.0,2021-2023,2.0,31.0
132116.0,2021-2023,2.0,40.0
132124.0,2021-2023,2.0,42.0
132132.0,2021-2023,2.0,31.0
132138.0,2021-2023,2.0,22.0
132142.0,2021-2023,2.0,13.0
132143.0,2021-2023,2.0,22.0
132146.0,2021-2023,2.0,16.0
132155.0,2021-2023,2.0,25.0
132162.0,2021-2023,2.0,34.0
132170.0,2021-2023,2.0,29.0
132171.0,2021-2023,2.0,35.0
132185.0,2021-2023,2.0,39.0
132188.0,2021-2023,2.0,29.0
132192.0,2021-2023,2.0,12.0
132199.0,2021-2023,2.0,12.0
132202.0,2021-2023,2.0,31.0
132215.0,2021-2023,2.0,39.0
132236.0,2021-2023,2.0,31.0
132253.0,2021-2023,2.0,13.0
132256.0,2021-2023,2.0,31.0
132260.0,2021-2023,2.0,29.0
132273.0,2021-2023,2.0,21.0
132282.0,2021-2023,2.0,28.0
132298.0,2021-2023,2.0,18.0
132309.0,2021-2023,2.0,21.0
132310.0,2021-2023,2.0,47.0
132312.0,2021-2023,2.0,27.0
132316.0,2021-2023,2.0,21.0
132322.0,2021-2023,2.0,14.0
132326.0,2021-2023,2.0,15.0
132333.0,2021-2023,2.0,16.0
132335.0,2021-2023,2.0,13.0
132336.0,2021-2023,2.0,38.0
132337.0,2021-2023,2.0,49.0
132341.0,2021-2023,2.0,28.0
132351.0,2021-2023,2.0,27.0
132352.0,2021-2023,2.0,42.0
132358.0,2021-2023,2.0,40.0
132386.0,2021-2023,2.0,42.0
132393.0,2021-2023,2.0,27.0
132394.0,2021-2023,2.0,16.0
132399.0,2021-2023,2.0,27.0
132402.0,2021-2023,2.0,16.0
132407.0,2021-2023,2.0,32.0
132412.0,2021-2023,2.0,38.0
132419.0,2021-2023,2.0,36.0
132432.0,2021-2023,2.0,26.0
132433.0,2021-2023,2.0,12.0
132436.0,2021-2023,2.0,46.0
132454.0,2021-2023,2.0,13.0
132479.0,2021-2023,2.0,16.0
132505.0,2021-2023,2.0,31.0
132508.0,2021-2023,2.0,46.0
132513.0,2021-2023,2.0,33.0
132514.0,2021-2023,2.0,16.0
132518.0,2021-2023,2.0,37.0
132523.0,2021-2023,2.0,44.0
132526.0,2021-2023,2.0,23.0
132529.0,2021-2023,2.0,19.0
132534.0,2021-2023,2.0,48.0
132552.0,2021-2023,2.0,29.0
132553.0,2021-2023,2.0,35.0
132554.0,2021-2023,2.0,29.0
132560.0,2021-2023,2.0,30.0
132570.0,2021-2023,2.0,13.0
132579.0,2021-2023,2.0,43.0
132584.0,2021-2023,2.0,34.0
132591.0,2021-2023,2.0,32.0
132593.0,2021-2023,2.0,17.0
132594.0,2021-2023,2.0,43.0
132601.0,2021-2023,2.0,47.0
132610.0,2021-2023,2.0,43.0
132628.0,2021-2023,2.0,19.0
132631.0,2021-2023,2.0,29.0
132632.0,2021-2023,2.0,23.0
132638.0,2021-2023,2.0,23.0
132645.0,2021-2023,2.0,31.0
132667.0,2021-2023,2.0,32.0
132671.0,2021-2023,2.0,38.0
132675.0,2021-2023,2.0,24.0
132676.0,2021-2023,2.0,19.0
132684.0,2021-2023,2.0,43.0
132691.0,2021-2023,2.0,39.0
132699.0,2021-2023,2.0,37.0
132705.0,2021-2023,2.0,15.0
132706.0,2021-2023,2.0,21.0
132710.0,2021-2023,2.0,24.0
132720.0,2021-2023,2.0,37.0
132724.0,2021-2023,2.0,13.0
132732.0,2021-2023,2.0,16.0
132733.0,2021-2023,2.0,44.0
132749.0,2021-2023,2.0,35.0
132750.0,2021-2023,2.0,35.0
132758.0,2021-2023,2.0,33.0
132761.0,2021-2023,2.0,45.0
132775.0,2021-2023,2.0,46.0
132785.0,2021-2023,2.0,27.0
132805.0,2021-2023,2.0,39.0
132807.0,2021-2023,2.0,38.0
132810.0,2021-2023,2.0,48.0
132818.0,2021-2023,2.0,30.0
132821.0,2021-2023,2.0,17.0
132832.0,2021-2023,2.0,47.0
132838.0,2021-2023,2.0,39.0
132850.0,2021-2023,2.0,34.0
132851.0,2021-2023,2.0,43.0
132855.0,2021-2023,2.0,20.0
132871.0,2021-2023,2.0,16.0
132872.0,2021-2023,2.0,26.0
132880.0,2021-2023,2.0,16.0
132891.0,2021-2023,2.0,32.0
132902.0,2021-2023,2.0,46.0
132908.0,2021-2023,2.0,39.0
132910.0,2021-2023,2.0,39.0
132914.0,2021-2023,2.0,43.0
132917.0,2021-2023,2.0,15.0
132920.0,2021-2023,2.0,24.0
132925.0,2021-2023,2.0,14.0
132936.0,2021-2023,2.0,21.0
132949.0,2021-2023,2.0,16.0
132952.0,2021-2023,2.0,35.0
132968.0,2021-2023,2.0,12.0
132969.0,2021-2023,2.0,12.0
132970.0,2021-2023,2.0,40.0
132971.0,2021-2023,2.0,39.0
132972.0,2021-2023,2.0,47.0
132983.0,2021-2023,2.0,38.0
133001.0,2021-2023,2.0,18.0
133007.0,2021-2023,2.0,17.0
133013.0,2021-2023,2.0,23.0
133014.0,2021-2023,2.0,18.0
133015.0,2021-2023,2.0,28.0
133034.0,2021-2023,2.0,15.0
133035.0,2021-2023,2.0,29.0
133040.0,2021-2023,2.0,19.0
133041.0,2021-2023,2.0,42.0
133044.0,2021-2023,2.0,25.0
133046.0,2021-2023,2.0,23.0
133051.0,2021-2023,2.0,40.0
133058.0,2021-2023,2.0,38.0
133075.0,2021-2023,2.0,16.0
133082.0,2021-2023,2.0,37.0
133086.0,2021-2023,2.0,18.0
133089.0,2021-2023,2.0,39.0
133105.0,2021-2023,2.0,13.0
133113.0,2021-2023,2.0,37.0
133115.0,2021-2023,2.0,43.0
133117.0,2021-2023,2.0,12.0
133118.0,2021-2023,2.0,12.0
133127.0,2021-2023,2.0,21.0
133143.0,2021-2023,2.0,31.0
133150.0,2021-2023,2.0,24.0
133169.0,2021-2023,2.0,48.0
133194.0,2021-2023,2.0,32.0
133198.0,2021-2023,2.0,19.0
133222.0,2021-2023,2.0,46.0
133223.0,2021-2023,2.0,32.0
133226.0,2021-2023,2.0,19.0
133229.0,2021-2023,2.0,32.0
133231.0,2021-2023,2.0,19.0
133243.0,2021-2023,2.0,44.0
133253.0,2021-2023,2.0,16.0
133262.0,2021-2023,2.0,21.0
133267.0,2021-2023,2.0,12.0
133284.0,2021-2023,2.0,36.0
133285.0,2021-2023,2.0,15.0
133289.0,2021-2023,2.0,28.0
133298.0,2021-2023,2.0,42.0
133305.0,2021-2023,2.0,39.0
133312.0,2021-2023,2.0,12.0
133330.0,2021-2023,2.0,16.0
133335.0,2021-2023,2.0,15.0
133337.0,2021-2023,2.0,49.0
133342.0,2021-2023,2.0,46.0
133353.0,2021-2023,2.0,15.0
133370.0,2021-2023,2.0,26.0
133373.0,2021-2023,2.0,24.0
133378.0,2021-2023,2.0,18.0
133383.0,2021-2023,2.0,13.0
133390.0,2021-2023,2.0,49.0
133396.0,2021-2023,2.0,48.0
133400.0,2021-2023,2.0,19.0
133406.0,2021-2023,2.0,39.0
133413.0,2021-2023,2.0,18.0
133414.0,2021-2023,2.0,45.0
133418.0,2021-2023,2.0,36.0
133421.0,2021-2023,2.0,29.0
133427.0,2021-2023,2.0,43.0
133434.0,2021-2023,2.0,30.0
133439.0,2021-2023,2.0,43.0
133441.0,2021-2023,2.0,49.0
133444.0,2021-2023,2.0,17.0
133457.0,2021-2023,2.0,39.0
133470.0,2021-2023,2.0,35.0
133477.0,2021-2023,2.0,17.0
133494.0,2021-2023,2.0,43.0
133500.0,2021-2023,2.0,24.0
133520.0,2021-2023,2.0,30.0
133523.0,2021-2023,2.0,14.0
133524.0,2021-2023,2.0,39.0
133535.0,2021-2023,2.0,29.0
133538.0,2021-2023,2.0,14.0
133541.0,2021-2023,2.0,46.0
133547.0,2021-2023,2.0,37.0
133550.0,2021-2023,2.0,34.0
133551.0,2021-2023,2.0,49.0
133554.0,2021-2023,2.0,37.0
133586.0,2021-2023,2.0,17.0
133589.0,2021-2023,2.0,34.0
133595.0,2021-2023,2.0,12.0
133613.0,2021-2023,2.0,39.0
133624.0,2021-2023,2.0,49.0
133638.0,2021-2023,2.0,31.0
133640.0,2021-2023,2.0,30.0
133641.0,2021-2023,2.0,45.0
133646.0,2021-2023,2.0,21.0
133648.0,2021-2023,2.0,28.0
133669.0,2021-2023,2.0,15.0
133680.0,2021-2023,2.0,28.0
133685.0,2021-2023,2.0,16.0
133706.0,2021-2023,2.0,39.0
133707.0,2021-2023,2.0,43.0
133712.0,2021-2023,2.0,19.0
133717.0,2021-2023,2.0,23.0
133730.0,2021-2023,2.0,27.0
133732.0,2021-2023,2.0,27.0
133741.0,2021-2023,2.0,36.0
133742.0,2021-2023,2.0,12.0
133751.0,2021-2023,2.0,36.0
133760.0,2021-2023,2.0,22.0
133765.0,2021-2023,2.0,19.0
133769.0,2021-2023,2.0,31.0
133772.0,2021-2023,2.0,24.0
133773.0,2021-2023,2.0,44.0
133791.0,2021-2023,2.0,40.0
133817.0,2021-2023,2.0,12.0
133825.0,2021-2023,2.0,46.0
133826.0,2021-2023,2.0,37.0
133835.0,2021-2023,2.0,21.0
133849.0,2021-2023,2.0,15.0
133854.0,2021-2023,2.0,16.0
133858.0,2021-2023,2.0,49.0
133862.0,2021-2023,2.0,35.0
133870.0,2021-2023,2.0,36.0
133874.0,2021-2023,2.0,37.0
133895.0,2021-2023,2.0,34.0
133909.0,2021-2023,2.0,22.0
133911.0,2021-2023,2.0,19.0
133915.0,2021-2023,2.0,45.0
133921.0,2021-2023,2.0,15.0
133923.0,2021-2023,2.0,23.0
133924.0,2021-2023,2.0,12.0
133925.0,2021-2023,2.0,18.0
133936.0,2021-2023,2.0,18.0
133937.0,2021-2023,2.0,23.0
133938.0,2021-2023,2.0,23.0
133940.0,2021-2023,2.0,39.0
133943.0,2021-2023,2.0,41.0
133949.0,2021-2023,2.0,15.0
133950.0,2021-2023,2.0,13.0
133956.0,2021-2023,2.0,43.0
133976.0,2021-2023,2.0,34.0
133981.0,2021-2023,2.0,15.0
133992.0,2021-2023,2.0,47.0
133997.0,2021-2023,2.0,13.0
134002.0,2021-2023,2.0,29.0
134014.0,2021-2023,2.0,14.0
134022.0,2021-2023,2.0,24.0
134029.0,2021-2023,2.0,37.0
134048.0,2021-2023,2.0,18.0
134051.0,2021-2023,2.0,41.0
134071.0,2021-2023,2.0,15.0
134072.0,2021-2023,2.0,18.0
134077.0,2021-2023,2.0,40.0
134080.0,2021-2023,2.0,43.0
134089.0,2021-2023,2.0,14.0
134105.0,2021-2023,2.0,15.0
134115.0,2021-2023,2.0,29.0
134149.0,2021-2023,2.0,19.0
134165.0,2021-2023,2.0,19.0
134166.0,2021-2023,2.0,49.0
134169.0,2021-2023,2.0,14.0
134182.0,2021-2023,2.0,31.0
134184.0,2021-2023,2.0,28.0
134186.0,2021-2023,2.0,16.0
134194.0,2021-2023,2.0,18.0
134198.0,2021-2023,2.0,46.0
134201.0,2021-2023,2.0,32.0
134206.0,2021-2023,2.0,42.0
134215.0,2021-2023,2.0,27.0
134217.0,2021-2023,2.0,38.0
134218.0,2021-2023,2.0,14.0
