SEQN,CYCLE,RIAGENDR,RIDAGEYR
91278.0,2015-2016,2.0,18.0
91284.0,2015-2016,2.0,29.0
91290.0,2015-2016,2.0,39.0
91291.0,2015-2016,2.0,32.0
91296.0,2015-2016,2.0,12.0
91305.0,2015-2016,2.0,22.0
91312.0,2015-2016,2.0,45.0
91315.0,2015-2016,2.0,12.0
91317.0,2015-2016,2.0,36.0
91323.0,2015-2016,2.0,26.0
91324.0,2015-2016,2.0,43.0
91327.0,2015-2016,2.0,17.0
91328.0,2015-2016,2.0,45.0
91332.0,2015-2016,2.0,26.0
91333.0,2015-2016,2.0,12.0
91334.0,2015-2016,2.0,39.0
91336.0,2015-2016,2.0,25.0
91338.0,2015-2016,2.0,40.0
91340.0,2015-2016,2.0,38.0
91351.0,2015-2016,2.0,25.0
91358.0,2015-2016,2.0,43.0
91363.0,2015-2016,2.0,40.0
91390.0,2015-2016,2.0,13.0
91392.0,2015-2016,2.0,19.0
91396.0,2015-2016,2.0,36.0
91397.0,2015-2016,2.0,49.0
91400.0,2015-2016,2.0,46.0
91403.0,2015-2016,2.0,17.0
91404.0,2015-2016,2.0,34.0
91405.0,2015-2016,2.0,24.0
91417.0,2015-2016,2.0,39.0
91418.0,2015-2016,2.0,17.0
91419.0,2015-2016,2.0,13.0
91421.0,2015-2016,2.0,41.0
91425.0,2015-2016,2.0,46.0
91426.0,2015-2016,2.0,43.0
91436.0,2015-2016,2.0,22.0
91438.0,2015-2016,2.0,38.0
91443.0,2015-2016,2.0,45.0
91444.0,2015-2016,2.0,12.0
91445.0,2015-2016,2.0,25.0
91446.0,2015-2016,2.0,17.0
91453.0,2015-2016,2.0,43.0
91456.0,2015-2016,2.0,12.0
91475.0,2015-2016,2.0,24.0
91477.0,2015-2016,2.0,35.0
91479.0,2015-2016,2.0,37.0
91485.0,2015-2016,2.0,24.0
91487.0,2015-2016,2.0,37.0
91497.0,2015-2016,2.0,31.0
91505.0,2015-2016,2.0,45.0
91515.0,2015-2016,2.0,38.0
91525.0,2015-2016,2.0,29.0
91527.0,2015-2016,2.0,41.0
91530.0,2015-2016,2.0,26.0
91531.0,2015-2016,2.0,28.0
91534.0,2015-2016,2.0,13.0
91536.0,2015-2016,2.0,37.0
91555.0,2015-2016,2.0,35.0
91556.0,2015-2016,2.0,17.0
91559.0,2015-2016,2.0,30.0
91566.0,2015-2016,2.0,25.0
91567.0,2015-2016,2.0,18.0
91570.0,2015-2016,2.0,39.0
91573.0,2015-2016,2.0,19.0
91581.0,2015-2016,2.0,35.0
91582.0,2015-2016,2.0,48.0
91583.0,2015-2016,2.0,46.0
91592.0,2015-2016,2.0,25.0
91596.0,2015-2016,2.0,42.0
91597.0,2015-2016,2.0,23.0
91603.0,2015-2016,2.0,47.0
91605.0,2015-2016,2.0,16.0
91608.0,2015-2016,2.0,13.0
91622.0,2015-2016,2.0,34.0
91627.0,2015-2016,2.0,48.0
91630.0,2015-2016,2.0,29.0
91633.0,2015-2016,2.0,42.0
91642.0,2015-2016,2.0,34.0
91645.0,2015-2016,2.0,13.0
91663.0,2015-2016,2.0,46.0
91675.0,2015-2016,2.0,48.0
91677.0,2015-2016,2.0,19.0
91687.0,2015-2016,2.0,28.0
91705.0,2015-2016,2.0,14.0
91709.0,2015-2016,2.0,17.0
91711.0,2015-2016,2.0,34.0
91714.0,2015-2016,2.0,35.0
91721.0,2015-2016,2.0,26.0
91722.0,2015-2016,2.0,25.0
91724.0,2015-2016,2.0,38.0
91734.0,2015-2016,2.0,36.0
91749.0,2015-2016,2.0,14.0
91750.0,2015-2016,2.0,49.0
91753.0,2015-2016,2.0,48.0
91771.0,2015-2016,2.0,39.0
91775.0,2015-2016,2.0,30.0
91785.0,2015-2016,2.0,34.0
91788.0,2015-2016,2.0,42.0
91790.0,2015-2016,2.0,23.0
91791.0,2015-2016,2.0,20.0
91793.0,2015-2016,2.0,44.0
91794.0,2015-2016,2.0,25.0
91803.0,2015-2016,2.0,37.0
91804.0,2015-2016,2.0,45.0
91807.0,2015-2016,2.0,25.0
91810.0,2015-2016,2.0,19.0
91812.0,2015-2016,2.0,16.0
91821.0,2015-2016,2.0,47.0
91826.0,2015-2016,2.0,42.0
91829.0,2015-2016,2.0,49.0
91833.0,2015-2016,2.0,27.0
91834.0,2015-2016,2.0,39.0
91835.0,2015-2016,2.0,23.0
91838.0,2015-2016,2.0,47.0
91839.0,2015-2016,2.0,35.0
91840.0,2015-2016,2.0,16.0
91842.0,2015-2016,2.0,49.0
91852.0,2015-2016,2.0,24.0
91862.0,2015-2016,2.0,18.0
91864.0,2015-2016,2.0,13.0
91869.0,2015-2016,2.0,25.0
91874.0,2015-2016,2.0,12.0
91876.0,2015-2016,2.0,33.0
91881.0,2015-2016,2.0,15.0
91887.0,2015-2016,2.0,28.0
91888.0,2015-2016,2.0,45.0
91892.0,2015-2016,2.0,14.0
91893.0,2015-2016,2.0,33.0
91899.0,2015-2016,2.0,48.0
91900.0,2015-2016,2.0,46.0
91904.0,2015-2016,2.0,17.0
91910.0,2015-2016,2.0,14.0
91916.0,2015-2016,2.0,35.0
91921.0,2015-2016,2.0,45.0
91922.0,2015-2016,2.0,39.0
91927.0,2015-2016,2.0,24.0
91928.0,2015-2016,2.0,38.0
91938.0,2015-2016,2.0,32.0
91945.0,2015-2016,2.0,39.0
91957.0,2015-2016,2.0,23.0
91964.0,2015-2016,2.0,13.0
91983.0,2015-2016,2.0,38.0
91984.0,2015-2016,2.0,49.0
91993.0,2015-2016,2.0,39.0
91996.0,2015-2016,2.0,15.0
91997.0,2015-2016,2.0,35.0
91999.0,2015-2016,2.0,33.0
92010.0,2015-2016,2.0,18.0
92026.0,2015-2016,2.0,42.0
92037.0,2015-2016,2.0,26.0
92039.0,2015-2016,2.0,14.0
92043.0,2015-2016,2.0,19.0
92051.0,2015-2016,2.0,36.0
92062.0,2015-2016,2.0,40.0
92065.0,2015-2016,2.0,47.0
92078.0,2015-2016,2.0,17.0
92081.0,2015-2016,2.0,49.0
92092.0,2015-2016,2.0,32.0
92107.0,2015-2016,2.0,38.0
92124.0,2015-2016,2.0,42.0
92128.0,2015-2016,2.0,14.0
92129.0,2015-2016,2.0,26.0
92140.0,2015-2016,2.0,48.0
92152.0,2015-2016,2.0,17.0
92155.0,2015-2016,2.0,24.0
92159.0,2015-2016,2.0,18.0
92171.0,2015-2016,2.0,13.0
92179.0,2015-2016,2.0,37.0
92184.0,2015-2016,2.0,40.0
92186.0,2015-2016,2.0,48.0
92187.0,2015-2016,2.0,13.0
92189.0,2015-2016,2.0,12.0
92190.0,2015-2016,2.0,27.0
92194.0,2015-2016,2.0,47.0
92198.0,2015-2016,2.0,47.0
92203.0,2015-2016,2.0,40.0
92206.0,2015-2016,2.0,20.0
92207.0,2015-2016,2.0,16.0
92210.0,2015-2016,2.0,30.0
92212.0,2015-2016,2.0,33.0
92216.0,2015-2016,2.0,31.0
92220.0,2015-2016,2.0,39.0
92225.0,2015-2016,2.0,42.0
92233.0,2015-2016,2.0,49.0
92239.0,2015-2016,2.0,22.0
92250.0,2015-2016,2.0,16.0
92258.0,2015-2016,2.0,19.0
92264.0,2015-2016,2.0,16.0
92277.0,2015-2016,2.0,45.0
92284.0,2015-2016,2.0,15.0
92287.0,2015-2016,2.0,24.0
92297.0,2015-2016,2.0,44.0
92300.0,2015-2016,2.0,24.0
92302.0,2015-2016,2.0,33.0
92307.0,2015-2016,2.0,35.0
92314.0,2015-2016,2.0,16.0
92319.0,2015-2016,2.0,40.0
92320.0,2015-2016,2.0,29.0
92326.0,2015-2016,2.0,29.0
92332.0,2015-2016,2.0,27.0
92338.0,2015-2016,2.0,27.0
92343.0,2015-2016,2.0,16.0
92346.0,2015-2016,2.0,43.0
92349.0,2015-2016,2.0,41.0
92353.0,2015-2016,2.0,47.0
92358.0,2015-2016,2.0,21.0
92361.0,2015-2016,2.0,29.0
92363.0,2015-2016,2.0,27.0
92397.0,2015-2016,2.0,32.0
92412.0,2015-2016,2.0,40.0
92413.0,2015-2016,2.0,45.0
92414.0,2015-2016,2.0,17.0
92419.0,2015-2016,2.0,45.0
92420.0,2015-2016,2.0,43.0
92421.0,2015-2016,2.0,29.0
92423.0,2015-2016,2.0,37.0
92427.0,2015-2016,2.0,16.0
92428.0,2015-2016,2.0,33.0
92433.0,2015-2016,2.0,18.0
92438.0,2015-2016,2.0,34.0
92455.0,2015-2016,2.0,49.0
92458.0,2015-2016,2.0,16.0
92475.0,2015-2016,2.0,49.0
92478.0,2015-2016,2.0,20.0
92485.0,2015-2016,2.0,30.0
92490.0,2015-2016,2.0,16.0
92492.0,2015-2016,2.0,14.0
92496.0,2015-2016,2.0,19.0
92497.0,2015-2016,2.0,29.0
92505.0,2015-2016,2.0,48.0
92506.0,2015-2016,2.0,34.0
92510.0,2015-2016,2.0,33.0
92521.0,2015-2016,2.0,29.0
92526.0,2015-2016,2.0,22.0
92536.0,2015-2016,2.0,25.0
92542.0,2015-2016,2.0,36.0
92545.0,2015-2016,2.0,31.0
92551.0,2015-2016,2.0,25.0
92555.0,2015-2016,2.0,37.0
92566.0,2015-2016,2.0,27.0
92573.0,2015-2016,2.0,42.0
92576.0,2015-2016,2.0,16.0
92577.0,2015-2016,2.0,16.0
92586.0,2015-2016,2.0,36.0
92590.0,2015-2016,2.0,13.0
92592.0,2015-2016,2.0,16.0
92597.0,2015-2016,2.0,12.0
92599.0,2015-2016,2.0,14.0
92624.0,2015-2016,2.0,23.0
92625.0,2015-2016,2.0,38.0
92626.0,2015-2016,2.0,12.0
92632.0,2015-2016,2.0,16.0
92633.0,2015-2016,2.0,34.0
92634.0,2015-2016,2.0,23.0
92642.0,2015-2016,2.0,34.0
92643.0,2015-2016,2.0,16.0
92651.0,2015-2016,2.0,33.0
92653.0,2015-2016,2.0,15.0
92657.0,2015-2016,2.0,24.0
92663.0,2015-2016,2.0,37.0
92668.0,2015-2016,2.0,45.0
92670.0,2015-2016,2.0,42.0
92674.0,2015-2016,2.0,45.0
92675.0,2015-2016,2.0,30.0
92681.0,2015-2016,2.0,25.0
92687.0,2015-2016,2.0,38.0
92695.0,2015-2016,2.0,21.0
92701.0,2015-2016,2.0,12.0
92715.0,2015-2016,2.0,15.0
92717.0,2015-2016,2.0,22.0
92732.0,2015-2016,2.0,18.0
92735.0,2015-2016,2.0,34.0
92737.0,2015-2016,2.0,13.0
92741.0,2015-2016,2.0,27.0
92742.0,2015-2016,2.0,22.0
92745.0,2015-2016,2.0,23.0
92748.0,2015-2016,2.0,41.0
92759.0,2015-2016,2.0,15.0
92761.0,2015-2016,2.0,26.0
92762.0,2015-2016,2.0,47.0
92767.0,2015-2016,2.0,41.0
92768.0,2015-2016,2.0,34.0
92769.0,2015-2016,2.0,47.0
92770.0,2015-2016,2.0,18.0
92773.0,2015-2016,2.0,26.0
92784.0,2015-2016,2.0,23.0
92788.0,2015-2016,2.0,31.0
92802.0,2015-2016,2.0,38.0
92804.0,2015-2016,2.0,37.0
92806.0,2015-2016,2.0,14.0
92812.0,2015-2016,2.0,37.0
92813.0,2015-2016,2.0,16.0
92815.0,2015-2016,2.0,22.0
92823.0,2015-2016,2.0,34.0
92825.0,2015-2016,2.0,31.0
92826.0,2015-2016,2.0,19.0
92827.0,2015-2016,2.0,37.0
92838.0,2015-2016,2.0,47.0
92845.0,2015-2016,2.0,15.0
92846.0,2015-2016,2.0,23.0
92857.0,2015-2016,2.0,48.0
92858.0,2015-2016,2.0,31.0
92861.0,2015-2016,2.0,36.0
92871.0,2015-2016,2.0,23.0
92891.0,2015-2016,2.0,49.0
92922.0,2015-2016,2.0,30.0
92933.0,2015-2016,2.0,17.0
92935.0,2015-2016,2.0,18.0
92957.0,2015-2016,2.0,24.0
92965.0,2015-2016,2.0,17.0
92970.0,2015-2016,2.0,25.0
92975.0,2015-2016,2.0,18.0
92977.0,2015-2016,2.0,38.0
92982.0,2015-2016,2.0,16.0
92985.0,2015-2016,2.0,22.0
92991.0,2015-2016,2.0,12.0
92998.0,2015-2016,2.0,39.0
93002.0,2015-2016,2.0,30.0
93021.0,2015-2016,2.0,18.0
93024.0,2015-2016,2.0,40.0
93030.0,2015-2016,2.0,42.0
93031.0,2015-2016,2.0,13.0
93039.0,2015-2016,2.0,49.0
93050.0,2015-2016,2.0,20.0
93056.0,2015-2016,2.0,12.0
93065.0,2015-2016,2.0,14.0
93073.0,2015-2016,2.0,33.0
93074.0,2015-2016,2.0,44.0
93075.0,2015-2016,2.0,49.0
93086.0,2015-2016,2.0,48.0
93093.0,2015-2016,2.0,45.0
93098.0,2015-2016,2.0,30.0
93106.0,2015-2016,2.0,40.0
93115.0,2015-2016,2.0,28.0
93116.0,2015-2016,2.0,47.0
93120.0,2015-2016,2.0,30.0
93123.0,2015-2016,2.0,30.0
93135.0,2015-2016,2.0,15.0
93161.0,2015-2016,2.0,27.0
93162.0,2015-2016,2.0,18.0
93169.0,2015-2016,2.0,27.0
93174.0,2015-2016,2.0,23.0
93178.0,2015-2016,2.0,20.0
93181.0,2015-2016,2.0,46.0
93185.0,2015-2016,2.0,44.0
93186.0,2015-2016,2.0,38.0
93189.0,2015-2016,2.0,47.0
93206.0,2015-2016,2.0,44.0
93213.0,2015-2016,2.0,32.0
93218.0,2015-2016,2.0,14.0
93222.0,2015-2016,2.0,22.0
93228.0,2015-2016,2.0,18.0
93231.0,2015-2016,2.0,12.0
93239.0,2015-2016,2.0,24.0
93240.0,2015-2016,2.0,31.0
93242.0,2015-2016,2.0,46.0
93250.0,2015-2016,2.0,17.0
93252.0,2015-2016,2.0,48.0
93253.0,2015-2016,2.0,14.0
93261.0,2015-2016,2.0,24.0
93262.0,2015-2016,2.0,13.0
93266.0,2015-2016,2.0,46.0
93267.0,2015-2016,2.0,35.0
93274.0,2015-2016,2.0,23.0
93275.0,2015-2016,2.0,40.0
93277.0,2015-2016,2.0,40.0
93279.0,2015-2016,2.0,46.0
93292.0,2015-2016,2.0,13.0
93294.0,2015-2016,2.0,18.0
93297.0,2015-2016,2.0,39.0
93299.0,2015-2016,2.0,15.0
93305.0,2015-2016,2.0,25.0
93306.0,2015-2016,2.0,43.0
93317.0,2015-2016,2.0,15.0
93319.0,2015-2016,2.0,17.0
93325.0,2015-2016,2.0,28.0
93330.0,2015-2016,2.0,30.0
93333.0,2015-2016,2.0,43.0
93345.0,2015-2016,2.0,36.0
93352.0,2015-2016,2.0,40.0
93361.0,2015-2016,2.0,18.0
93365.0,2015-2016,2.0,26.0
93368.0,2015-2016,2.0,35.0
93369.0,2015-2016,2.0,16.0
93375.0,2015-2016,2.0,36.0
93378.0,2015-2016,2.0,14.0
93383.0,2015-2016,2.0,16.0
93384.0,2015-2016,2.0,14.0
93392.0,2015-2016,2.0,26.0
93396.0,2015-2016,2.0,14.0
93412.0,2015-2016,2.0,12.0
93416.0,2015-2016,2.0,19.0
93426.0,2015-2016,2.0,43.0
93428.0,2015-2016,2.0,30.0
93429.0,2015-2016,2.0,26.0
93430.0,2015-2016,2.0,26.0
93434.0,2015-2016,2.0,36.0
93457.0,2015-2016,2.0,25.0
93458.0,2015-2016,2.0,16.0
93459.0,2015-2016,2.0,44.0
93483.0,2015-2016,2.0,42.0
93488.0,2015-2016,2.0,47.0
93493.0,2015-2016,2.0,18.0
93499.0,2015-2016,2.0,30.0
93506.0,2015-2016,2.0,13.0
93509.0,2015-2016,2.0,21.0
93511.0,2015-2016,2.0,40.0
93516.0,2015-2016,2.0,43.0
93524.0,2015-2016,2.0,26.0
93535.0,2015-2016,2.0,31.0
93537.0,2015-2016,2.0,15.0
93544.0,2015-2016,2.0,13.0
93545.0,2015-2016,2.0,17.0
93556.0,2015-2016,2.0,21.0
93562.0,2015-2016,2.0,19.0
93566.0,2015-2016,2.0,17.0
93568.0,2015-2016,2.0,46.0
93585.0,2015-2016,2.0,34.0
93590.0,2015-2016,2.0,28.0
93595.0,2015-2016,2.0,12.0
93600.0,2015-2016,2.0,22.0
93602.0,2015-2016,2.0,17.0
93606.0,2015-2016,2.0,28.0
93610.0,2015-2016,2.0,28.0
93612.0,2015-2016,2.0,36.0
93646.0,2015-2016,2.0,16.0
93654.0,2015-2016,2.0,29.0
93661.0,2015-2016,2.0,27.0
93662.0,2015-2016,2.0,17.0
93665.0,2015-2016,2.0,34.0
93677.0,2015-2016,2.0,34.0
93682.0,2015-2016,2.0,41.0
93686.0,2015-2016,2.0,13.0
93687.0,2015-2016,2.0,16.0
93702.0,2015-2016,2.0,24.0
109264.0,2017-2020,2.0,13.0
109266.0,2017-2020,2.0,29.0
109277.0,2017-2020,2.0,12.0
109279.0,2017-2020,2.0,17.0
109284.0,2017-2020,2.0,44.0
109286.0,2017-2020,2.0,33.0
109291.0,2017-2020,2.0,42.0
109297.0,2017-2020,2.0,30.0
109312.0,2017-2020,2.0,48.0
109315.0,2017-2020,2.0,30.0
109317.0,2017-2020,2.0,28.0
109321.0,2017-2020,2.0,19.0
109322.0,2017-2020,2.0,45.0
109324.0,2017-2020,2.0,49.0
109326.0,2017-2020,2.0,44.0
109331.0,2017-2020,2.0,19.0
109333.0,2017-2020,2.0,41.0
109337.0,2017-2020,2.0,48.0
109342.0,2017-2020,2.0,43.0
109349.0,2017-2020,2.0,47.0
109360.0,2017-2020,2.0,14.0
109365.0,2017-2020,2.0,49.0
109372.0,2017-2020,2.0,13.0
109373.0,2017-2020,2.0,30.0
109384.0,2017-2020,2.0,13.0
109387.0,2017-2020,2.0,17.0
109390.0,2017-2020,2.0,44.0
109394.0,2017-2020,2.0,29.0
109396.0,2017-2020,2.0,37.0
109397.0,2017-2020,2.0,47.0
109398.0,2017-2020,2.0,16.0
109399.0,2017-2020,2.0,15.0
109404.0,2017-2020,2.0,23.0
109405.0,2017-2020,2.0,32.0
109423.0,2017-2020,2.0,28.0
109431.0,2017-2020,2.0,45.0
109432.0,2017-2020,2.0,44.0
109441.0,2017-2020,2.0,20.0
109447.0,2017-2020,2.0,25.0
109454.0,2017-2020,2.0,25.0
109478.0,2017-2020,2.0,27.0
109482.0,2017-2020,2.0,48.0
109485.0,2017-2020,2.0,47.0
109497.0,2017-2020,2.0,48.0
109499.0,2017-2020,2.0,17.0
109502.0,2017-2020,2.0,29.0
109507.0,2017-2020,2.0,16.0
109508.0,2017-2020,2.0,39.0
109513.0,2017-2020,2.0,48.0
109518.0,2017-2020,2.0,25.0
109524.0,2017-2020,2.0,16.0
109526.0,2017-2020,2.0,31.0
109530.0,2017-2020,2.0,49.0
109536.0,2017-2020,2.0,48.0
109539.0,2017-2020,2.0,19.0
109541.0,2017-2020,2.0,35.0
109542.0,2017-2020,2.0,18.0
109545.0,2017-2020,2.0,36.0
109548.0,2017-2020,2.0,25.0
109555.0,2017-2020,2.0,22.0
109556.0,2017-2020,2.0,15.0
109563.0,2017-2020,2.0,36.0
109568.0,2017-2020,2.0,32.0
109571.0,2017-2020,2.0,28.0
109572.0,2017-2020,2.0,12.0
109579.0,2017-2020,2.0,42.0
109580.0,2017-2020,2.0,39.0
109589.0,2017-2020,2.0,13.0
109602.0,2017-2020,2.0,43.0
109606.0,2017-2020,2.0,32.0
109623.0,2017-2020,2.0,31.0
109628.0,2017-2020,2.0,39.0
109635.0,2017-2020,2.0,40.0
109637.0,2017-2020,2.0,46.0
109638.0,2017-2020,2.0,48.0
109639.0,2017-2020,2.0,42.0
109657.0,2017-2020,2.0,33.0
109665.0,2017-2020,2.0,42.0
109678.0,2017-2020,2.0,32.0
109687.0,2017-2020,2.0,37.0
109689.0,2017-2020,2.0,14.0
109691.0,2017-2020,2.0,26.0
109692.0,2017-2020,2.0,16.0
109693.0,2017-2020,2.0,25.0
109697.0,2017-2020,2.0,35.0
109698.0,2017-2020,2.0,16.0
109702.0,2017-2020,2.0,15.0
109707.0,2017-2020,2.0,15.0
109716.0,2017-2020,2.0,25.0
109727.0,2017-2020,2.0,42.0
109728.0,2017-2020,2.0,34.0
109729.0,2017-2020,2.0,15.0
109730.0,2017-2020,2.0,29.0
109731.0,2017-2020,2.0,21.0
109754.0,2017-2020,2.0,47.0
109761.0,2017-2020,2.0,19.0
109770.0,2017-2020,2.0,47.0
109777.0,2017-2020,2.0,13.0
109778.0,2017-2020,2.0,12.0
109781.0,2017-2020,2.0,16.0
109789.0,2017-2020,2.0,32.0
109804.0,2017-2020,2.0,16.0
109805.0,2017-2020,2.0,43.0
109806.0,2017-2020,2.0,25.0
109809.0,2017-2020,2.0,20.0
109810.0,2017-2020,2.0,16.0
109814.0,2017-2020,2.0,29.0
109817.0,2017-2020,2.0,36.0
109820.0,2017-2020,2.0,29.0
109822.0,2017-2020,2.0,16.0
109829.0,2017-2020,2.0,13.0
109837.0,2017-2020,2.0,18.0
109852.0,2017-2020,2.0,20.0
109860.0,2017-2020,2.0,25.0
109862.0,2017-2020,2.0,41.0
109865.0,2017-2020,2.0,33.0
109866.0,2017-2020,2.0,28.0
109873.0,2017-2020,2.0,18.0
109882.0,2017-2020,2.0,14.0
109884.0,2017-2020,2.0,45.0
109893.0,2017-2020,2.0,20.0
109894.0,2017-2020,2.0,32.0
109898.0,2017-2020,2.0,48.0
109919.0,2017-2020,2.0,45.0
109922.0,2017-2020,2.0,42.0
109926.0,2017-2020,2.0,45.0
109931.0,2017-2020,2.0,40.0
109934.0,2017-2020,2.0,35.0
109938.0,2017-2020,2.0,34.0
109939.0,2017-2020,2.0,37.0
109944.0,2017-2020,2.0,12.0
109946.0,2017-2020,2.0,43.0
109963.0,2017-2020,2.0,48.0
109969.0,2017-2020,2.0,48.0
109975.0,2017-2020,2.0,39.0
109978.0,2017-2020,2.0,30.0
109979.0,2017-2020,2.0,31.0
110003.0,2017-2020,2.0,16.0
110004.0,2017-2020,2.0,20.0
110005.0,2017-2020,2.0,45.0
110008.0,2017-2020,2.0,14.0
110016.0,2017-2020,2.0,29.0
110018.0,2017-2020,2.0,20.0
110020.0,2017-2020,2.0,16.0
110021.0,2017-2020,2.0,25.0
110022.0,2017-2020,2.0,16.0
110027.0,2017-2020,2.0,22.0
110028.0,2017-2020,2.0,23.0
110030.0,2017-2020,2.0,27.0
110035.0,2017-2020,2.0,27.0
110041.0,2017-2020,2.0,44.0
110044.0,2017-2020,2.0,15.0
110049.0,2017-2020,2.0,14.0
110062.0,2017-2020,2.0,40.0
110063.0,2017-2020,2.0,18.0
110070.0,2017-2020,2.0,41.0
110072.0,2017-2020,2.0,15.0
110091.0,2017-2020,2.0,39.0
110093.0,2017-2020,2.0,30.0
110102.0,2017-2020,2.0,45.0
110105.0,2017-2020,2.0,25.0
110109.0,2017-2020,2.0,17.0
110112.0,2017-2020,2.0,36.0
110114.0,2017-2020,2.0,44.0
110116.0,2017-2020,2.0,35.0
110120.0,2017-2020,2.0,34.0
110123.0,2017-2020,2.0,28.0
110127.0,2017-2020,2.0,48.0
110145.0,2017-2020,2.0,13.0
110154.0,2017-2020,2.0,14.0
110163.0,2017-2020,2.0,13.0
110166.0,2017-2020,2.0,16.0
110167.0,2017-2020,2.0,29.0
110171.0,2017-2020,2.0,22.0
110176.0,2017-2020,2.0,38.0
110186.0,2017-2020,2.0,27.0
110190.0,2017-2020,2.0,19.0
110211.0,2017-2020,2.0,43.0
110213.0,2017-2020,2.0,25.0
110214.0,2017-2020,2.0,32.0
110218.0,2017-2020,2.0,28.0
110224.0,2017-2020,2.0,34.0
110226.0,2017-2020,2.0,26.0
110234.0,2017-2020,2.0,40.0
110237.0,2017-2020,2.0,14.0
110243.0,2017-2020,2.0,29.0
110245.0,2017-2020,2.0,12.0
110247.0,2017-2020,2.0,31.0
110248.0,2017-2020,2.0,29.0
110249.0,2017-2020,2.0,13.0
110266.0,2017-2020,2.0,29.0
110305.0,2017-2020,2.0,19.0
110312.0,2017-2020,2.0,17.0
110314.0,2017-2020,2.0,37.0
110315.0,2017-2020,2.0,18.0
110319.0,2017-2020,2.0,34.0
110323.0,2017-2020,2.0,48.0
110332.0,2017-2020,2.0,49.0
110342.0,2017-2020,2.0,34.0
110345.0,2017-2020,2.0,14.0
110360.0,2017-2020,2.0,13.0
110374.0,2017-2020,2.0,45.0
110376.0,2017-2020,2.0,37.0
110378.0,2017-2020,2.0,44.0
110379.0,2017-2020,2.0,20.0
110381.0,2017-2020,2.0,40.0
110391.0,2017-2020,2.0,33.0
110406.0,2017-2020,2.0,31.0
110408.0,2017-2020,2.0,35.0
110411.0,2017-2020,2.0,39.0
110419.0,2017-2020,2.0,35.0
110425.0,2017-2020,2.0,31.0
110427.0,2017-2020,2.0,28.0
110430.0,2017-2020,2.0,46.0
110433.0,2017-2020,2.0,15.0
110442.0,2017-2020,2.0,38.0
110444.0,2017-2020,2.0,17.0
110460.0,2017-2020,2.0,31.0
110464.0,2017-2020,2.0,47.0
110467.0,2017-2020,2.0,33.0
110470.0,2017-2020,2.0,17.0
110476.0,2017-2020,2.0,22.0
110486.0,2017-2020,2.0,13.0
110492.0,2017-2020,2.0,39.0
110497.0,2017-2020,2.0,18.0
110503.0,2017-2020,2.0,34.0
110507.0,2017-2020,2.0,19.0
110511.0,2017-2020,2.0,23.0
110516.0,2017-2020,2.0,14.0
110517.0,2017-2020,2.0,16.0
110521.0,2017-2020,2.0,19.0
110527.0,2017-2020,2.0,39.0
110528.0,2017-2020,2.0,39.0
110543.0,2017-2020,2.0,27.0
110552.0,2017-2020,2.0,34.0
110553.0,2017-2020,2.0,24.0
110555.0,2017-2020,2.0,49.0
110572.0,2017-2020,2.0,39.0
110576.0,2017-2020,2.0,37.0
110577.0,2017-2020,2.0,13.0
110581.0,2017-2020,2.0,40.0
110585.0,2017-2020,2.0,12.0
110590.0,2017-2020,2.0,15.0
110601.0,2017-2020,2.0,13.0
110602.0,2017-2020,2.0,30.0
110606.0,2017-2020,2.0,33.0
110610.0,2017-2020,2.0,29.0
110616.0,2017-2020,2.0,17.0
110626.0,2017-2020,2.0,33.0
110637.0,2017-2020,2.0,49.0
110645.0,2017-2020,2.0,43.0
110684.0,2017-2020,2.0,23.0
110688.0,2017-2020,2.0,34.0
110694.0,2017-2020,2.0,16.0
110711.0,2017-2020,2.0,40.0
110713.0,2017-2020,2.0,26.0
110727.0,2017-2020,2.0,16.0
110730.0,2017-2020,2.0,29.0
110736.0,2017-2020,2.0,49.0
110739.0,2017-2020,2.0,40.0
110745.0,2017-2020,2.0,17.0
110746.0,2017-2020,2.0,13.0
110748.0,2017-2020,2.0,24.0
110766.0,2017-2020,2.0,20.0
110769.0,2017-2020,2.0,18.0
110771.0,2017-2020,2.0,34.0
110773.0,2017-2020,2.0,18.0
110780.0,2017-2020,2.0,37.0
110784.0,2017-2020,2.0,32.0
110789.0,2017-2020,2.0,36.0
110792.0,2017-2020,2.0,44.0
110795.0,2017-2020,2.0,47.0
110808.0,2017-2020,2.0,13.0
110811.0,2017-2020,2.0,45.0
110815.0,2017-2020,2.0,13.0
110816.0,2017-2020,2.0,29.0
110819.0,2017-2020,2.0,35.0
110824.0,2017-2020,2.0,37.0
110826.0,2017-2020,2.0,26.0
110847.0,2017-2020,2.0,16.0
110851.0,2017-2020,2.0,26.0
110860.0,2017-2020,2.0,20.0
110880.0,2017-2020,2.0,12.0
110881.0,2017-2020,2.0,29.0
110887.0,2017-2020,2.0,20.0
110890.0,2017-2020,2.0,41.0
110895.0,2017-2020,2.0,18.0
110899.0,2017-2020,2.0,29.0
110905.0,2017-2020,2.0,42.0
110921.0,2017-2020,2.0,33.0
110922.0,2017-2020,2.0,14.0
110923.0,2017-2020,2.0,13.0
110947.0,2017-2020,2.0,30.0
110949.0,2017-2020,2.0,26.0
110954.0,2017-2020,2.0,24.0
110963.0,2017-2020,2.0,15.0
110966.0,2017-2020,2.0,29.0
110972.0,2017-2020,2.0,16.0
110976.0,2017-2020,2.0,22.0
